number	number_sup	trip	trip_sup	boatname	master	tonnage	type_of_boat	built	bought	hired	yard	chamber	departure_date	departure_harbour	cape_arrival	cape_departure	cape_call	arrival_date	arrival_harbour	next_voyage	particulars
3285		1		GERECHTIGHEID	Meindert de Beer	850		1742			E	E	1743-11-27	Texel	1744-04-01	1744-04-18	true	1744-07-07	Batavia	7212	At the Cape 6 soldiers probably became seafarers.
3286		2		HECTOR	Jan Raay		hoeker	1738			Z	A	1743-11-27	Texel	1744-05-26		true	1744-05-26	The Cape	7360	During the voyage Jan Bop succeeded Jan Raay as master, one source mentions Gerrit Bot. From 26-12-1743 till 06-02-1744 the ship was at Morlaix.
3287		5		HUTS TE MARQUETTE	Paulus Lindenberg	850		1730			A	A	1743-11-27	Texel	1744-03-27	1744-04-18	true	1744-08-06	Batavia		One week after its departure from Texel the ship returned (04-12-1743); on 27-12 it sailed out again. The HUTS TE MAR-QUETTE was sold at Batavia on 10-11-1747.
3288		1		STANDVASTIGHEID	Willem de Wijs	850		1743			R	R	1743-11-27	Goeree	1744-03-17	1744-04-06	true	1744-06-22	Batavia	7221	On its way to the Cape the ship called at Duins (08-till 13-12-1743) where 2 seafarers deserted, at Dassen Island (17-02 till 06-03-1744), and at Saldanha Bay. During the voyage one soldier probably became seafarer.
3289		2		TOLSDUIN	Maarten van der Meer	850		1741			A	D	1743-11-27	Goeree	1744-04-12	1744-05-01	true		Batavia	7208	(17-12-1743 till 06-01-1744) where 11 seafarers and 4 soldiers were pressed by the English. During the voyage one soldier became seafarer.
3290		2		WOITKENSDORP	Jurriaan Koperslager	800		1739			Z	A	1743-11-27	Texel	1744-03-02	1744-03-21	true	1744-06-11	Batavia	7211	
3291		2		KRABBENDIJKE	Frans Gassels	830		1738			Z	A	1743-12-27	Texel	1744-04-15	1744-05-08	true	1744-08-07	Batavia	7205	At the Cape one stowaway, not registered in the columns, disembarked; one soldier became third meester (counted as seafarer).
3292		2		DISHOEK	Jan Hugo Captijn	665		1735			Z	Z	1743-12-31	Rammekens	1744-04-14	1744-05-01	true	1744-08-22	Batavia	7204	From 02 till 04-02-1744 the DISHOEK called at S. Tiago where one seafarer died, another seafarer and one soldier deserted.
3293		3		OUWERKERK	Kornelis Stevens	540		1738			Z	Z	1743-12-31	Rammekens	1744-05-13	1744-06-02	true	1744-09-07	Batavia	7214	embarked, two of them died on the way to Batavia.
3294		4		JONGE WILLEM	Jan Akkerveld	650		1731			Z	Z	1743-12-31	Rammekens	1744-05-04	1744-05-15	true	1744-08-17	Batavia		S. Tiago where two seafarers died and six soldiers deserted. The ship was laid up in the Indies on 03-06-1749.
3295		5		SIJBEKARSPEL	Hendrik Volkers	650		1729			H	A	1744-01-09	Texel	1744-04-06	1744-04-18	true	1744-07-03	Batavia	7210	09-01-1744 Was the final date of departure of the SIJBEKAR-SPEL; on 01-01-1744 the ship set out for the first time. but four days later it returned to Texel.
3296		3		RUITER	Bastiaan Mol	650		1736			E	E	1744-01-09	Texel	1744-06-02	1744-07-06	true	1744-09-20	Batavia		From 07 till 18-02-1744 the RUITER called at S. Tiago where one seafarer and five soldiers died; the crew was enlarged by one seafarer, taken over from the OUWERKERK (see 3293), and one soldier. At the Cape ten seafarers deserted. The ship was laid up in the Indies on 03-06-1749.
3297		6		KNAPPENHOF	Herman Schutte	650		1731			A	A	1744-01-11	Texel	1744-05-22	1744-07-06	true	1744-09-22	Ceylon	7217	The KNAPENHOF called at Duins (16-01 till 03-02-1744). It did not call at the Cape, but at False Bay.
3298		2		VRIJHEID	Adriaan van Dorp+	650		1740			R	D	1744-05-12	Goeree	1744-11-01	1744-11-30	true	1745-04-12	Batavia	7275	
3299		1		NIEUW VIJVERVREUGD	Hendrik Bossen	1150		1742			Z	Z	1744-05-13	Rammekens	1744-09-14	1744-10-01	true	1744-12-06	Batavia		During the voyage one soldier became seafarer. The seven passengers were criminals. The NIEUW VIJVERVREUGD exploded in 1746 on the roads of Batavia.
3300		2		LEEUWERIK	Adriaan Laurens	650		1741			A	A	1744-05-17	Texel	1744-10-11	1744-11-03	true	1745-01-25	Ceylon		The LEEUWERIK called at S. Tiago (10 till 17-07-1744). In 1748 the ship was wrecked near Macassar.
3301		4		HUIS TE FOREEST	Gerrit Blauwpot	850		1731			H	A	1744-05-27	Texel	1744-10-12	1744-11-03	true	1745-01-11	Batavia		Tiago. One of the soldiers became cook's wain. The 2 seafarers who embarked at the Cape included a master, Kornelis Booys.
3302		4		NIEUWLAND	Jan de Zee	850		1733			Z	H	1744-06-06	Texel	1744-12-16	1744-12-28	true	1745-04-28	Batavia	7238	
3303		4		DIEMERMEER	Christiaan Boord	850		1736			A	A	1744-07-19	Texel	1745-01-11	1745-02-09	true	1745-08-14	Ceylon	7257	From 04 till 15-10-1744 the DIEMERMEER was at S. Tiago.
3304		7		KETEL	Kornelis Quack	810		1721			R	R	1744-07-31	Goeree	1745-04-02	1745-04-27	true	1745-07-14	Batavia		The KETEL called at Portsmouth from 06-08 till 09-12-1744. See also 3313. According to a Resolution of Gouverneur-Generaal en Raden the ship was sold to Spanish merchants at Manila in 1748.
3305		1		VOORZICHTIGHEID	der Schilde	850		1744			D	D	1744-10-04	Goeree	1745-05-05	1745-06-29	true	1745-09-11	Batavia	7235	The VOORZICHTIGHEID did not call at the Cape but at Saldanha Bay.
3306		1		HUTS TE PERSIJN	Jan Koning	850		1743			R	R	1744-11-06	Goeree	1745-05-25	1745-06-11	true	1745-08-17	Batavia	7234	One day after its departure the ship returned to Goeree (07-11-1744); it finally set out on 08-12-1744. From 29-12-1744 till 26-01-1745 the ship called at Duins. The HUIS TE PERSIJN did not call at the Cape, but at False Bay (25-05 till 11-06-1745). During the voyage 4 soldiers became seafarers.
3307		3		HOF VAN DELFT	Jan Bloem	850		1739			D	A	1744-11-06	Texel	1745-03-27	1745-04-12	true	1745-06-30	Batavia		after its departure the ship returned to Texel (10-11-1744); it finally sailed out on 09-12. The eight passengers included one female slave. The HOF VAN DELFT was sold in the Indies on 17-02-1750.
3308		1		DIEMEN	Barend de Bruin	850		1743			A	A	1744-11-06	Texel	1745-03-29	1745-04-16	true	1745-07-02	Batavia	7239	Four days after its departure the DIEMEN returned to Texel (10-11-1744); it finally set out on 09-12-1744. The ship carried f 250,000 in cash.
3309		2		EENDRACHT	Nanning Broeder+	1150		1742			A	A	1744-11-06	Texel	1745-03-07	1745-03-22	true	1745-06-08	Batavia	7251	7208). Nanning Broeder died, his successor is unknown.
3310		2		ZAAMSLAG	Johannes Band	900		1741			Z	A	1744-11-06	Texel	1745-03-26	1745-04-12	true	1745-06-13	Batavia	7236	to Texel on 10-11 ; it finally departed on 09-12-1744. The ship carried f 200,000 in cash.
3311		1		ZUIDERBURG	Christoffel Blom	1150		1743			A	A	1744-11-06	Texel	1745-03-21	1745-04-19	true	1745-07-02	Batavia	7237	The ZUIDERBURG returned to Texel on 10-11, its final date of departure was 09-12-1744. The ship carried f 250,000 in cash.
3312		2		ANNA	Hendrik Taal	600		1741			A	A	1744-12-09	Texel	1745-04-02	1745-05-02	true	1745-07-15	Batavia	7294	
3313		1		BROUWER	Gerrit Revndertsz. Vos	850		1743			H	H	1744-12-09	Texel	1745-04-24	1745-05-19	true	1745-08-18	Batavia	7232	Some of the 29 persons who disembarked at the Cape went to the KETEL (see 3304); the 16 embarking persons partially came from the KETEL and the LEIDEN (see 3321). One soldier became cook's wain. The BROUWER replaced the ABBEKERK, wrecked on a return voyage in 1742 (see 7139).
3314		2		DOMBURG	Jan Verhagen	850		1740			Z	A	1744-12-09	Texel	1745-04-09	1745-04-27	true	1745-07-05	Batavia	7241	At the Cape one seafarer turned out to be a woman, she continued the voyage as passenger. One soldier became cook's wain. The DOMBURG carried f 250,000 in cash.
3315		2		REIGERSDAAL	Kornelis van Zwanenburg	850		1738			A	Z	1744-12-09	Rammekens	1745-04-07	1745-05-02	true	1745-07-07	Batavia	7230	
3316		1		SPANDERSWOUD	Hendrik Gerritsz.	850		1744			A	A	1744-12-09	Texel	1745-03-29	1745-05-02	true	1745-07-04	Batavia	7231	the ship was at S. Tiago. One of the craftsmen became bottler's mate. The SPANDERSWOUD carried f 100,000 in cash.
3317		5		H UIS TE SPIJK	Kornelis Vis	650		1732			D	Z	1744-12-09	Rammekens	1745-04-20	1745-05-10	true	1745-07-20	Batavia		The HUIS TE SPIJK was laid up and sold at Batavia on 18-07-1752.
3318		4		SCHELLAG	Willem 't Hoen	850		1736			Z	A	1745-01-14	Texel	1745-06-01	1745-06-18	true	1745-08-17	Batavia	7242	From 02 till 13-03-1745 the SCHELLAG was at S. Tiago: at Porto Prayo the crew was enlarged with 16 seafarers and 27 soldiers. These 43 persons came from the SCHONAUWEN (see 3320). The ship carried f 100,000 in cash. It did not call at the Cape but at False Bay.
3319		5		VREELAND	Evert de Haas	650		1735			A	E	1745-01-14	Texel	1745-07-03	1745-08-06	true	1745-10-18	Batavia	14	-01-1745 Was the final date of departure of the VREELAND: on 06-12-1744 the ship sailed out for the first time, it returned to Texel the same day however. The ship called at Torbay (24 till 29-01-1745) and at Plymouth (05 till 26-02-1745). It did not call at the Cape but at False Bay: the two passengers who embarked there included one slave. The VREELAND was laid up at Batavia on 10-11-1750.
3320		4		SCHONAUWEN	Evert Blinkebijle	600		1729			A	Z	1745-01-20	Rammekens	1745-06-15	1745-07-08	true		Batavia		SCHELLAG (see 3318). The SCHONAUWEN did not call at the Cape but at False Bay. The ship was sold at Batavia on 29-01-1754.
3321		1		LEIDEN	Jakob Verleng	1150		1744			A	A	1745-01-21	Texel	1745-05-11	1745-05-19	true	1745-07-24	Batavia	7229	At the Cape one seafarer was taken over by the BROUWER (see 3313), another disembarked.
3322		3		WELTEVREDEN	Willem Vrucht	850		1740			A	A	1745-01-21	Texel	1745-06-15	1745-07-08	true	1745-10-05	Ceylon	7243	
3323		3		HUIS TER DUINE	Dirk Quast	550		1739			Z	E	1745-01-23	Texel	1745-05-03	1745-05-19	true	1745-07-21	Batavia	7240	
3324		4		HARTENLUST	Bastiaan Verdoes	650		1734			A	A	1745-02-26	Texel	1745-06-15	1745-07-08	true	1745-09-13	Batavia		The HARTENLUST did not call at the Cape but at False Bay. The ship was laid up and sold at Batavia on 11-05-1753.
3325		2		IDA	Simon de Boer	650		1740			E	D	1745-04-21	Goeree	1745-12-31	1746-01-24	true	1746-05-19	Batavia		before the IDA reached the Cape 20 seaferers and 11 soldiers were taken over from the DUINENBURG (see 3331). The ship was laid up in the Indies on 11-05-1751. Klaas van den Hoed and Jakob van der Meer are also mentioned in sources as master of the IDA.
3326		4		NIEUWSTAD	Abraham Zwart	650		1733			H	A	1745-04-21	Texel	1745-09-16	1745-10-03	true	1745-12-13	Batavia	7322	From 21-05 till 09-06-1745 the NIEUWSTAD called at S. Tiago where 4 seafarers and 1 soldier deserted. At the Cape one seafarer turned out to be a woman; she continued the voyage as a passenger.
3327		3		POLANEN	Gijsbert Bonekamp	650		1737			A	R	1745-04-21	Goeree	1745-09-01	1745-09-22	true	1745-12-13	Batavia	7266	
3328		5		GOIDSCHALXOORD	Gerrit Bot	850	fluit	1734			A	A	1745-05-12	Texel	1745-10-15	1745-11-30	true	1746-05-07	Batavia		soldiers became seafarers. The GOID-SCHALXOORD was laid up at Batavia in 1750.
3329		4		RIJNHUIZEN	Adriaan de Graaf	650		1736			R	H	1745-05-20	Texel	1745-09-29	1745-10-20	true	1746-01-25	Batavia		RIJNHUIZEN was laid up at Batavia on 31-12-1751.
3330		1		SPION	. Jan Thorn	150		1745			A	A	1745-06-11	Texel	1745-12-19	1745-12-29	true	1746-03-23	Batavia		The SPION called at S. Tiago (25 till 30-07-1745), and at the island Annabon (19 till 22-09); from 29 till 31-10 the ship was off Angola.
3331		2		DUINENBURG	Willem van Mensburg	650		1740			Z	E	1745-06-30	Texel	1745-12-28	1746-01-15	true	1746-06-07	Batavia	7258	at Saldanha Bay. See also the IDA (3325).
3332		2		HERSTELDER	Jan Mijsters	1150			1741		A	Z	1745-07-03	Rammekens	1745-11-25	1745-12-14	true	1746-03-05	Batavia	7346	The HERSTELDER called at Saldanha Bay from 06 till 25-11-1745.
3333		2		LIS	Kornelis Salomonsz.	600		1738			A	H	1745-08-01	Texel	1745-12-31	1746-01-16	true	1746-05-15	Batavia	7263	29-09-1745): at Porto Prayo 3 seafarers and 3 soldiers deserted. The ship also called at Robben Island (29 till 31-12-1745).
3334		1		HOF D'UNO	Gilles Dabijn	1150		1743			Z	Z	1745-08-12	Rammekens	1745-12-25	1746-01-14	true	1746-05-18	Batavia	7262	Tiago where one seafarer and four soldiers deserted.
3335		1		HERCULES	Jan Bijland	850		1743			Z	Z	1745-09-06	Rammekens	1746-02-03	1746-03-04	true	1746-06-21	Batavia	7264	
3336		4		WESTHOVEN	Jan de Jong	650		1734			Z	Z	1745-09-11	Rammekens	1746-01-19	1746-02-11	true	1746-05-15	Batavia	7260	14 till 22-09 the WESTHOVEN was at Portsmouth where 6 seafarers and 4 soldiers were pressed by the English. The ship also called at Dassen Island from 06 till 18-01-1746. The passenger who embarked at the Cape was a stowaway, found on the REIGERSDAAL (see 7230).
3337		4		NIEUWERKERK	Jan Akkermans	1135		1735			Z	Z	1745-10-09	Rammekens	1746-03-20	1746-04-10	true	1746-07-01	Batavia		from Batavia to Banda. Francois Pennink and Reinier van der Luchten also are mentioned in sources as master of the NIEUWERKERK.
3338		4		ARNESTIJN	Jan Hugo Captijn	575		1736			Z	R	1745-11-11	Goeree	1746-03-02	1746-03-20	true	1746-06-20	Batavia	7265	
3339		1		PASGELD	Hendrik Westerbeek	850		1744			D	D	1745-11-11	Goeree	1746-02-28	1746-03-25	true	1746-06-11	Batavia	7281	
3340		2		FORTUIN	Dirk Took	600		1741			A	A	1745-11-14	Texel	1746-03-14	1746-04-20	true	1746-07-01	Batavia	7245	The FORTUIN carried f 150,000 in cash.
3341		1		LEKKERLAND	Jan de Boer	1150		1744			A	A	1745-11-14	Texel	1746-02-04	1746-02-26	true	1746-05-15	Batavia	7261	The LEKKERLAND carried f 250,000 in cash.
3342		5		SCHEIJBEEK	Martin Grambergen	850		1735			A	A	1745-11-14	Texel	1746-02-19	1746-04-03	true	1746-06-20	Batavia	7259	During the voyage, probably in November, 43 soldiers were taken over from the WILDRIJK (see 3343) and other ships. The SCHEIJBEEK carried f 200,000 in cash.
3343		1		WILDRIJK	Kornelis de Nijs	850		1744			A	A	1745-11-14	Texel	1746-02-14	1746-04-20	true			7292	November, many soldiers, presumably about 40, were taken over by the SCHEIJBEEK (see 3342). The WILDRIJK carried f 145,000 in cash.
3344		3		SARA JACOBA	Jan Reynders	1100		1737			Z	Z	1745-11-20	Rammekens	1746-03-03	1746-04-19	true	1746-07-23	Ceylon		The SARA JACOBA was laid up and sold at Batavia on 02-02-1753.
3345		1		WAAKZAAMHEID	Roelof Blok	850		1744			E	E	1745-12-14	Texel	1746-04-17	1746-05-03	true	1746-07-07	Batavia	7332	The WAAKZAAAMHEID called at S. Tiago from 21 tilt 26-01-1746.
3346		1		EINDHOEF	Willem Klump	850		1745			A	A	1745-12-15	Texel	1746-04-01	1746-05-07	true	1746-08-19	Batavia	7246	15-12-1745 Was the final date of departure of the EINDHOEF; on 24-11-1745 the ship set out for the first time but four days later it returned: 20 soldiers disembarked and 30 seafarers were taken over from the HUIS TE RENSBURG (see 3353); the original crew consequently was altered into 83 seafarers and 21 soldiers.
3347		1		ZEELANDIA	Boudewijn Immers	1150		1744			Z	Z	1746-01-10	Rammekens	1746-06-09	1746-07-09	true	1746-10-30	Batavia	7252	turned out to be a woman; she continued the voyage as a passenger.
3348		1		GETROUWIGHEID	Herman Zoet	850		1744			H	H	1746-02-15	Texel	1746-06-22	1746-07-04	true	1746-11-08	Batavia	7254	Five days after its departure the ship returned to Texel (20-02-1746); it finally set out on 10-03-1746. From 05 till 09-04-1746 the GETROUWIGHEID called at S. Tiago. It did not call at the Cape but at False Bay.
3349		9		PATMOS	Kornelis Arduin	810		1722			R	Z	1746-03-22	Rammekens	1746-08-31	1746-10-15	true	1747-01-09	Batavia		Smalle Baei'.
3350		1		SPARENRIJK	Herman Schutte	850		1745			A	A	1746-03-23	Texel	1746-07-18	1746-08-08	true	1746-09-26	Ceylon	7284	23-03-1746 Was the final date of departure of the SPAREN-RIJK; on 15-02-1746 the ship sailed out for the first time, but five days later it returned. The SPARENRIJK did not call at the Cape but at False Bay.
3351		3		DISHOEK	Nikolaas van Eek	665		1735			Z	R	1746-03-29	Goeree	1746-07-12	1746-08-28	true	1746-11-22	Batavia	7253	False Bay.
3352		7		KNAPPENHOF	Jakob Kornelis Warmenhoven	650		1731			A	A	1746-04-09	Texel	1746-07-12	1746-07-28	true	1746-09-30	Batavia		02-07-1754.
3353		4		HUIS TE RENSBURG	Willem van Westrenen	850		1733			Z	A	1746-04-09	Texel	1746-07-18	1746-08-11	true	1746-11-10	Batavia	7255	09-04-1746 Was the final date of departure of the HUIS TE RENSBURG; on 24-11-1745 it set out for the first time, but on 27-01-1746 it returned. Thirty seafarers had been taken over by the EINDHOEF (see 3346); the first column indicates the final composition of the crew. The ship did not call at the Cape but at False Bay.
3354		6		RUST EN WERK	Dirk Verduin	650		1734			D	D	1746-04-09	Goeree	1746-07-24	1746-08-08	true	1746-10-11	Batavia	7248	The RUST EN W ERK did not call at the Cape but at False Bay.
3355		2		STANDVASTIGHEID	Floris Smit	850		1743			R	A	1746-04-09	Texel	1746-08-05	1746-08-28	true	1746-10-10	Batavia	7256	Pieter Schildman was master and that he died before reaching the Cape. From 08 till 15-05-1746 the STANDVASTIGHEID was at Porto Prayo (S. Tiago). The ship did not call at the Cape but at False Bay.
3356		3		TOLSDUIN	Kornelis Booys	850		1741			A	A	1746-04-09	Texel	1746-07-16	1746-07-27	true	1746-10-10	Batavia	7250	The four passengers included one slave. The TOLSDUIN called at S. Tiago (03 till 06-05-1746) and at False Bay.
3357		1		SLOT VAN KAPELLE	Pieter Jellesz.	1150		1744			A	A	1746-04-22	Texel	1746-07-26	1746-08-08	true	1746-10-05	Batavia	7249	The SLOT VAN KAPELLE did not call at the Cape but at False Bay. The ship carried f 225,000 in cash.
3358		2		AKERENDAM	Hendrik Volkers	1150		1743			A	A	1746-05-07	Texel	1746-08-31	1746-09-22	true	1746-11-13	Batavia	7279	was at Duins.
3359		5		BATAVIER	Arnold de la Forcade	525		1735			A	A	1746-05-07	Texel	1746-10-24	1746-11-16	true	1747-01-30	Batavia	7293	23-05-1746 the BATAVIER was at Duins.
3360		3		MAARSSEVEEN	Herman Quinje	850		1739			A	A	1746-05-07	Texel	1746-10-20	1746-11-16	true	1747-01-30	Batavia		The MAARSSEVEEN called at Duins (09 till 23-05-1746) and at S. Tiago (10-06 till 12-07-1746). where the crew was enlarged by 9 French seafarers. In 1748 the ship exploded on a voyage from Banda to Batavia.
3361		6		WESTKAPELLE	Herman van Hoest	850		1730			Z	Z	1746-05-26	Rammekens	1746-10-26	1746-11-22	true	1747-03-02	Batavia		See also 3364. In 1751 the WESTKAPELLE was laid up at Bengal.
3362		3		BOSBEEK	Leendert de Bruin	650		1741			A	D	1746-05-29	Goeree	1746-10-20	1746-11-17	true	1747-03-02	Batavia	7267	From 07 till 22-07-1746 the BOSBEEK called at S. Tiago, where four soldiers `disembarked' (they probably died); the crew was enlarged by five French seafarers.
3363		4		OUWERKERK	Bernard Heymans	540		1738			Z	A	1746-06-01	Texel	1746-10-26	1746-11-22	true	1747-03-05	Batavia	7335	See also 3364.
3364		1		DONK	Govert van Welle	875		1745			R	R	1746-06-24	Goeree	1746-11-08	1746-11-23	true	1747-02-14	Batavia	7333	21-08-1746). Some of the 17 persons who disembarked at the Cape were taken over by the WESTKA-PELLE (3361) and the OUWERKERK (3363).
3365		2		GERECHTIGHEID	Kornelis Trappel	850		1742			E	E	1746-06-25	Texel	1746-12-12	1747-01-17	true	1747-05-21	Batavia	7286	From 28-06 till 06-07-1746 the ship was at Duins.
3366		6		SUBEKARSPEL	Erasmus Mulder	650		1729			H	H	1746-07-05	Texel	1746-12-12	1747-01-17	true	1747-05-19	Batavia		The SIJBEKARSPEL called at S. Tiago from 27-08 till 03-09-1746 where 3 French seafarers embarked. The ship was laid up and sold at Batavia on 11-05-1753.
3367		3		WOITKENSDORP	Kornelis Stevens	800		1739			Z	Z	1746-07-05	Rammekens	1746-12-24	1747-02-03	true	1747-06-02	Batavia	7285	
3368		3		KRABBENDIJKE	Jan Tuman	830		1738			Z	A	1746-07-24	Texel	1746-12-12	1747-01-18	true	1747-08-17	Ceylon	7282	The KRABBENDUKE called at Portsmouth from 05 till 21-08-1746.
3369		2		OVERNES	Nikolaas de Beer	1150		1742			A	A	1746-07-24	Texel	1746-12-12	1747-01-17	true	1747-05-07	Batavia	7291	The OVERNES called at Portsmouth (05-08 till 21-08-1746 (?)) and at S. Tiago (08 till 14-09-1746).
3370		1		GUSTAAF WILLEM	Huibert Tiebout	1150		1744			Z	Z	1746-07-31	Rammekens	1747-01-09	1747-02-03	true	1747-04-30	Batavia	7280	From 13 till 26-10-1746 the GUSTAAF WILLEM called at S. Tiago. After the departure from the Cape two stowaways were found.
3371		5		BEUKESTIJN	Frederik Schouten	850		1734			A	A	1746-10-19	Texel	1747-02-17	1747-03-23	true	1747-06-15	Batavia		The BEUKESTIJN carried_f 150,000 in cash. The ship was laid up and sold at Batavia on 11-05-1753.
